,In-degree,Out-degree,Betweenness,Closeness,Eigenvector
nicolerajpal,35.0,70.0,0.00012554966769049044,0.47104923688216377,0.013864813354687837
jayarehart,9.0,36.0,1.1114675955682221e-05,0.4405975690433168,0.0036808448327241305
kaylaqfrawley,52.0,138.0,0.00022094956010185152,0.48215725131122,0.01888642538446343
jpstrategiesco,51.0,128.0,0.0003966275781487452,0.48609761517780503,0.017565626740295458
tummycom,7.0,17.0,1.0845594150205024e-05,0.4460036741849526,0.0033161960414901603
narebdenver,63.0,84.0,0.0003210116090521466,0.48900402842251534,0.021429797657946576
doug_c_hamilton,17.0,88.0,3.3305481641363254e-05,0.45531481560843806,0.007768437812014008
aliciaheim3,13.0,64.0,1.1781824430719727e-05,0.45373605411187623,0.006985742781293658
coevictiondef,60.0,81.0,0.00020654033615390773,0.48754649033481784,0.021492246560295077
jshapes,18.0,55.0,2.006405309923081e-05,0.4670145539110104,0.0110302750597924
moe_clark15,111.0,125.0,0.0010457741865233488,0.5099667887991626,0.03931391694864195
annie_mehl,40.0,31.0,3.30997429246646e-05,0.4796828372649014,0.014705781008516312
syoungreports,52.0,81.0,0.00013953443729249762,0.4807401837100114,0.022142738928724662
secretarypete,66.0,7.0,3.1879584348618136e-05,0.5009857504053029,0.018244154915308876
revlamarche,37.0,119.00000000000001,0.00018264405609259336,0.4758453745667822,0.015275534649502275
rwallaceesq,100.0,90.0,0.0004164592350059775,0.5032979923302504,0.03526464290788777
carlcastilloco,5.999999999999999,40.0,4.566394366151417e-06,0.44238498311651486,0.0036173249602825717
castellanochels,160.0,284.0,0.003909742531419444,0.5263776267331661,0.051385333921009885
kristeneller9,114.0,229.0,0.0016277918512973308,0.5025248771346587,0.0370553640093297
marshalljdc,52.0,18.0,3.480590634079639e-05,0.48251282450540234,0.020909493898047457
dawnreinfeld,47.99999999999999,71.0,0.00020126866733429958,0.4853764020989062,0.017955888775353694
gurdeeppandher,27.0,0.0,0.0,0.47178130883286146,0.006175072879308186
lucy_haggard,103.0,153.0,0.0011954348187241573,0.505241227821873,0.03646820466776974
everydayepics1,20.0,55.0,5.1248780521953915e-05,0.46304840058692537,0.008095857837224845
nprivera,129.0,81.0,0.0008873213509458139,0.5103645788060261,0.03980117531283252
tedrock,19.0,41.0,1.509902587365778e-05,0.45531481560843806,0.007852232035417654
nasapersevere,64.0,2.0,4.112356231860239e-06,0.5013696475320503,0.014104378507771648
wolfmanhorsecow,63.0,80.0,0.00022389267689255964,0.48251282450540234,0.02226873864651214
kerrydonovanco,199.0,55.0,0.0005649612743706382,0.5512109435798866,0.0572354644656261
honeycuttjenny,19.0,79.0,2.9553532559198506e-05,0.4591490456346144,0.009522038719266577
progressnowco,158.0,120.0,0.001812736343242151,0.53411215512598,0.0532429660968567
butlerforward1,42.0,94.99999999999999,0.00012735242300903883,0.48286892253086755,0.01815465935693981
cookies4cures,13.0,20.0,5.595477828007093e-06,0.46141564882180924,0.0063272007420983965
kevinjdaly21,5.999999999999999,78.0,5.318895200210716e-05,0.44691761614024966,0.0036803838642740926
pvogren,49.00000000000001,45.0,4.969617376555283e-05,0.47377797974607205,0.019792720902443512
potus,271.0,2.9999999999999996,0.008817006070521424,0.6114835420834819,0.06862343495383977
annaikurtz,25.0,71.0,6.910364529984196e-05,0.4640336099498763,0.010657655355110077
danwilliams303,188.99999999999997,205.0,0.004597686367989147,0.5416286341302364,0.05176449003214824
senatorhick,93.0,30.0,0.0003111607142354128,0.5115616810237104,0.02731857668226584
iansilverii,138.0,128.0,0.0014698877061352167,0.5246891660219131,0.047148617101954275
alexramses3,5.0,23.0,1.8718852471328325e-06,0.44691761614024966,0.003988974875399288
denbicyclelobby,64.0,103.0,0.0006481023791154433,0.4800347689136651,0.020277915754675174
thenationreport,65.0,134.0,0.0005268002407067118,0.48465732594764854,0.021620257515012977
masonjroberts,33.0,100.0,0.00010122024650850723,0.47138860953121436,0.014359411699771625
silasatkins2,27.0,74.0,3.493752668338273e-05,0.4581844467992476,0.011402237907056884
schoolfoodproj,28.0,40.0,9.455820135563159e-05,0.4680167310653258,0.00972004760257975
boulderrl,60.0,95.99999999999999,0.000283458356159428,0.4864590260441082,0.023882292699957897
sharonstolt,23.999999999999996,68.0,4.586146315482248e-05,0.4650230206320722,0.011939937656155085
sarahfriend04,18.0,44.0,7.557726964676901e-05,0.46141564882180924,0.008579591598102334
coombsforaurora,72.0,89.0,0.00025931399183123347,0.4926862876726849,0.024978343835265135
nednoni,4.0,8.0,1.3522065768103603e-06,0.44691761614024966,0.002645173994301795
xandermartinco,52.0,108.0,0.00020909449922214862,0.48465732594764854,0.02238817066257679
callierennison,75.0,107.0,0.0005329758798844636,0.4941747658831764,0.027060803463567498
djswearingen,176.0,130.0,0.0016216723891194287,0.5367410910823015,0.05578050098278368
nicolekspeer,195.00000000000003,189.99999999999997,0.004449352320084308,0.546149741259871,0.05610887683452171
randimccallian,56.0,118.00000000000001,0.0003335002633251264,0.48465732594764854,0.018996830164864656
yellowscenemag,99.0,218.0,0.0027785798031767996,0.505241227821873,0.03446913202294729
galaorba,23.999999999999996,5.999999999999999,2.397570835757775e-06,0.4540509299301357,0.008879650732537828
leslieherod,202.0,122.0,0.002106574532641848,0.5563668282562292,0.06167110731738017
allifronzaglia,19.0,60.0,3.872456915534245e-05,0.4585055291025406,0.008718575997635546
diversifycunow,32.0,55.0,5.458869099527646e-05,0.4696966188293794,0.012488319750580203
paigehenchen,35.0,142.0,0.00021218015094478227,0.4779308911828528,0.015268632285106361
sbcactiongroup,102.0,119.00000000000001,0.000873204391826138,0.5009857504053029,0.034169365101106686
boundsa,137.0,72.0,0.0007665177742015966,0.5221766879723267,0.04517731618565788
rj_boyle_,89.0,125.0,0.0004598686557839799,0.4908382520850154,0.031383578203396156
marta4boco,110.0,39.0,0.0002683664939663902,0.5095696184029015,0.037057128331784386
gregibrown,23.0,61.0,2.044560572835903e-05,0.464362945372126,0.011823505363564803
mariahmcp,17.0,42.0,1.2396656961693636e-05,0.45979437106769183,0.008449456684876793
newslineco,144.0,32.0,0.00015558925168247386,0.5246891660219131,0.047138763759015406
ikemccorkle,30.0,92.0,0.0001023024635255894,0.47619169580009135,0.010947776377971362
sigmastarstate,35.0,54.0,8.95636976898047e-05,0.47003404456129705,0.01317627695931598
rmayorrchoice,79.0,120.0,0.000458579592277053,0.4926862876726849,0.028354245959796208
katrinadoumbia,17.0,103.0,6.776222713698516e-05,0.45786381387636493,0.00788385958091843
jpnavin,14.0,38.0,1.3275265609364871e-05,0.46206736583991914,0.007621342092568222
sarahcpr,183.0,40.0,0.0014894443091181782,0.5601775599566142,0.04539872511268561
emmaathenam,78.0,69.0,0.00027263257225831536,0.49157580017229563,0.029100231724730644
joebiden,339.0,5.0,0.0015429162755542483,0.6484513280766359,0.08062784898250676
shannonmarcom,28.999999999999996,182.0,0.0002660827619039242,0.47138860953121436,0.011690244958105141
mlms13,17.0,18.0,4.550463978326645e-06,0.45882706173164484,0.008352186362771942
jacobko,50.0,197.00000000000003,0.0004514270740119155,0.47377797974607205,0.019416513075755287
quasiseppo,36.0,74.0,8.816859582655822e-05,0.4707103525390831,0.01585023340447106
cpm5280,32.0,121.0,0.00021598136703603824,0.4758453745667822,0.014025163530400137
coblackpacker,146.0,102.0,0.0013555257338748081,0.5242687420106775,0.04539644571444227
tilaesq,52.0,21.0,1.5281093259422823e-05,0.4758453745667822,0.022365365663408802
nkjemisin,42.0,11.0,4.39212719744405e-05,0.48215725131122,0.010886898995133896
ryancbradley23,2.9999999999999996,7.0,1.199449209876207e-07,0.44448871605253093,0.0025504521873209967
rogerpielkejr,62.0,91.0,0.0007515514324867097,0.49157580017229563,0.023574575218292967
beninboulder,59.00000000000001,67.0,0.00032587607524845765,0.47933142126690514,0.0237333451877248
krista93,38.0,25.0,1.3557345589493904e-05,0.463376338547681,0.01602858606955424
hailey_hugest,53.0,71.0,0.00020636927899644577,0.4772336907580784,0.01911151089254727
amynel0426,81.0,42.0,0.00018488490722779605,0.49231556811837884,0.026476913766093967
puppiesonmtsyay,78.0,125.0,0.0007455862170053617,0.4941747658831764,0.02911597144462114
meaggagan,70.0,118.00000000000001,0.00035492216984506865,0.4853764020989062,0.026803771408158084
__sarahregan__,61.0,136.0,0.00024393564094049567,0.48573674092748736,0.02436452069317515
chrisvanderveen,127.0,107.0,0.0012259802671459956,0.5242687420106775,0.042870073208727835
johnweiss,27.0,17.0,2.1070345099854885e-05,0.4696966188293794,0.011018954702998471
ryanschuchard,101.0,282.0,0.002157090545046716,0.5002197171478024,0.03397448297907463
wheredidkylego,17.0,0.0,0.0,0.4631247710561117,0.005415871837662292
lilahickey,95.99999999999999,28.0,0.00011223017642452671,0.49831484389133696,0.032716705470182454
christineychen,115.99999999999999,206.0,0.0020680738006156334,0.5095696184029015,0.03833126619073754
bkeegan,86.0,148.0,0.0006337624445417287,0.4956722651737315,0.029776162845376448
bvsdcolorado,170.0,49.00000000000001,0.0006435454602300284,0.5367410910823015,0.04788851348490241
covidincolorado,47.99999999999999,107.0,0.00022083613023007924,0.48322554655046196,0.019740096169292672
reallisacsmith,22.0,59.00000000000001,2.2834069462116636e-05,0.4703719554488322,0.011455695357177647
katiemalz,55.0,63.0,0.00011976163042456975,0.48501659750135323,0.022402274142176215
mizlizhanson,35.0,43.0,5.178683448668512e-05,0.47549955670735866,0.0153089341939571
daviddortizco,86.0,107.0,0.00037690977101837765,0.5009857504053029,0.031038122695650008
boulder_bcycle,165.0,138.0,0.0020654485619362862,0.5302166855991293,0.05726431740250162
ewarren,276.0,14.0,0.0007083561257107657,0.6086394325854191,0.06843018868970806
jefflesser,30.0,71.0,0.00011559521445593351,0.4637047413389976,0.01197755704037582
newr_boulder,191.99999999999997,435.0,0.010245475245368584,0.5376231635409413,0.053081630051872
annasegur,75.0,108.0,0.00030456752236788544,0.49010291387964455,0.02978411801556033
myerman,95.99999999999999,191.99999999999997,0.0011293757467630494,0.5002197171478024,0.034024542898422716
devinphughes,26.0,49.00000000000001,4.9253301894561444e-05,0.4666814479524433,0.011324126365947478
homewantedboco,50.0,73.0,0.0001418988325752557,0.4707103525390831,0.01950094215506703
missioncrtclpr,11.0,36.0,3.8914074827432735e-06,0.457223892403442,0.007553327908811707
adam_estroff,59.00000000000001,101.0,0.00029844278085883473,0.4879100596788408,0.023111672347882882
rmontonio,13.0,51.0,1.2870397750018035e-05,0.4617412773672022,0.007626125021644421
neeshaschnepf,33.0,50.0,3.6390917126364526e-05,0.460441513039638,0.01486747128331578
lorenaforsenate,90.0,111.0,0.0004977146089735321,0.49907504960284177,0.03129311161602455
thomasacquinas,16.0,40.0,3.492707784759538e-05,0.46011771450726124,0.007632462498739136
byaaronc,61.0,88.0,0.00021789791525982127,0.4818022017888995,0.023412528716664736
mjp39,15.0,57.99999999999999,1.9264116682677447e-05,0.4540509299301357,0.007032760393140812
erinhott,60.0,77.0,0.00026653540960614163,0.4864590260441082,0.019761130487062507
boulderhistory,45.0,56.0,0.00010435112540650411,0.47515424112514565,0.01727215448312538
jeffreybweiss,16.0,47.99999999999999,3.796906394838062e-05,0.46011771450726124,0.008066434272087164
boazhsan,21.0,105.0,0.00010334230560399633,0.4556318872070512,0.009011273326513485
racheljowalker,28.0,60.0,0.00010936141249709021,0.4724096678912098,0.014033365739141013
kvetchsesh,7.0,43.0,1.099280991212901e-05,0.456904601975786,0.004993249846776529
nealhenderson,65.0,57.0,0.00018296233639896752,0.48900402842251534,0.025350529328240293
cynthiacbeard,28.999999999999996,74.0,9.329919374686167e-05,0.47003404456129705,0.012459335119174192
wmb_phd,21.0,44.0,2.0113260258133846e-05,0.460441513039638,0.009601446957153533
bambiwineland,9.0,36.0,9.1472838338848e-06,0.4503010254847388,0.005980275693260734
five9a2,28.0,90.0,0.00022217894692617025,0.4730928344391363,0.011764606840314188
andrewromanoff,150.0,146.0,0.0022844353185398824,0.530646707241951,0.04723937842799083
zacramer,71.0,224.0,0.0009009947630395334,0.48863882750509746,0.02725170719361629
seacee8,30.0,163.0,0.00018519271348696746,0.464362945372126,0.012488270407292617
maliksalsberry,11.0,23.999999999999996,3.884794669335456e-06,0.4509217022945042,0.005832686434919751
mwhitehorn07,26.0,98.00000000000001,8.64742601071787e-05,0.47377797974607205,0.011595334200245505
charlottecpitts,101.0,118.00000000000001,0.0006324383785117812,0.49983757832645187,0.03675694141983119
schauer_ken,20.0,80.0,3.751054741480611e-05,0.456904601975786,0.007298379043493897
peaksoil,33.0,83.0,0.00016139888009318763,0.4768858527910536,0.014547248121142352
osmanparvez,53.0,0.0,0.0,0.4765779234469936,0.018620549789221008
elliottvhood,25.0,116.99999999999999,0.00011545498611202988,0.47138860953121436,0.011178462360216338
boopasaurusrex,11.999999999999998,18.0,3.588664548687218e-06,0.4546819944609628,0.005935371695703874
lsweeneymiran,262.0,492.0,0.01978448562374562,0.5831438413808605,0.07100461447186672
mcam_33,15.0,54.0,2.2020836017807925e-05,0.46272092647052726,0.009463187272514252
ejoep,61.0,131.0,0.0005371430341216674,0.48900402842251534,0.024723419536795063
jhvansant,92.0,101.0,0.0005588921178787539,0.4986946570345469,0.03351393433984754
mdy1,93.0,119.00000000000001,0.0017281624804454181,0.5087771306604398,0.03438473366830077
bluerisingpac,46.99999999999999,90.0,0.000189365539282034,0.47898051978720757,0.01700781992102204
blackgirlshike,90.0,153.0,0.0009007943925046856,0.5006024407263394,0.03167786442254474
carsonblume,13.0,56.0,2.6415476555590576e-05,0.46206736583991914,0.007564467121871842
michal_rose,120.0,120.0,0.000732999569865196,0.517632428820669,0.04441850471783296
drjenho,67.0,43.0,0.00015337586203578585,0.4908382520850154,0.02471370505309396
amypaddenco,72.0,152.0,0.0011459147364306624,0.4952970401433199,0.023573919603987963
akiltykramer,118.00000000000001,154.0,0.0017721618032966663,0.5103645788060261,0.038669090831669695
trinywillerton,39.0,79.0,0.00012583653130197005,0.46768219444555076,0.01647952022912006
bouldernaacp,121.0,10.0,5.472916999599479e-05,0.5095696184029015,0.039270029787950786
bouldersunrise,38.0,36.0,5.614233941511256e-05,0.47275100435644907,0.013909081137650646
boulderarchitct,64.0,147.0,0.0005131977637721434,0.48682097472420055,0.02498677272615136
katielangford35,165.0,93.99999999999999,0.0011557609754581876,0.5376231635409413,0.05065081340005891
chipdowntown,92.0,137.0,0.0006332241260975292,0.4986946570345469,0.03708365500385926
_luistoro,93.0,125.0,0.0006216404128802982,0.505241227821873,0.038378575076310206
revivinghypatia,52.0,164.0,0.0003673038382976378,0.47898051978720757,0.0214600063542245
christinabklyn,65.0,65.0,0.0003151100846807538,0.4952970401433199,0.026482385974546212
stumpvote,10.0,21.0,1.2718915166006304e-06,0.4506111501579377,0.006611231636142278
bldrjanet,25.0,92.0,8.417815722275934e-05,0.4680167310653258,0.01134187915584583
boldernatalie,86.0,88.0,0.000506994774656445,0.4964244233909905,0.026962504088074688
nataliebrownist,47.99999999999999,86.0,0.00013075617500317416,0.47898051978720757,0.02091943522788589
mayer_water,18.0,57.0,4.300184803497762e-05,0.4527940415427858,0.007902306472841769
colorado50_50,69.0,72.0,0.00035841112126764485,0.48900402842251534,0.02389774491676606
alexmulvaney2,44.0,64.0,8.479157023659297e-05,0.4724096678912098,0.018462635456559122
gotmead,20.0,182.0,0.0001344954249300305,0.46239391521507106,0.011097328480383663
sharedpaths,28.999999999999996,43.0,3.744570008535922e-05,0.45979437106769183,0.012056692518118117
a_perr,15.0,39.0,1.3399685668189202e-05,0.460441513039638,0.008505434820457201
fkoncilja,37.0,93.0,0.000116040577115048,0.4768858527910536,0.01623249524706427
mara_mintzer,42.0,33.0,6.933259270978545e-05,0.47377797974607205,0.016763144065531144
mapragency,28.0,30.0,2.6647150462551094e-05,0.4693596772089853,0.011462816460909724
mariahwollweber,18.0,21.0,2.9384076035157817e-05,0.4696966188293794,0.00962250335188846
manofmolesto,28.999999999999996,62.0,0.00016153767110418764,0.47172847154241204,0.012665178000136041
media_climate,21.0,20.0,2.2306924027158885e-05,0.4653537624675146,0.010453921664047003
nikhilmankekar,82.0,0.0,0.0,0.4971574246867502,0.03281451119892618
chapello,15.0,39.0,1.060536768241253e-05,0.45882706173164484,0.007694434225856221
pweiser,219.0,105.0,0.0022573414833215555,0.5640408534735565,0.06664720914656562
kaneaimee,17.0,67.0,3.707537817181722e-05,0.45979437106769183,0.009220152625908652
junie4boulder,363.0,266.0,0.022152268032162754,0.6352304757566267,0.08719665813628794
denalihussin,47.99999999999999,62.0,0.00011162064114264278,0.4748094267266513,0.019069742413694316
boulderprogress,283.0,374.99999999999994,0.01617402163487824,0.5878592902329969,0.07354602206612663
susan_enfield,23.999999999999996,78.0,8.161045649892793e-05,0.4650230206320722,0.010849804956875084
cohyperloop,28.0,104.0,0.00014423471755721333,0.4734351592107999,0.011332160752525182
gilmoremal,14.0,5.0,2.2883392625286373e-07,0.4540509299301357,0.00795179517998116
daveh_co,11.0,52.0,2.853772656607764e-05,0.457223892403442,0.007171333178309806
judyamabilehd13,178.0,207.0,0.002769996199990237,0.5425268574040842,0.05787202177708115
fly_agaric,28.0,60.0,7.778538524051565e-05,0.47275100435644907,0.011053614213583309
kimschles,21.0,57.0,4.080960333474229e-05,0.4670145539110104,0.010880549784270822
dinberga07,17.0,55.0,4.617146573377021e-05,0.46304840058692537,0.00952025506385659
ismollyf,38.0,43.0,9.681415188947788e-05,0.4765385215071562,0.015143426513601642
michaelcarcaise,19.0,102.0,8.687179941795442e-05,0.46272092647052726,0.009557864684506355
mateocrosby,23.0,46.0,5.192406181254646e-05,0.4617412773672022,0.009353825691187818
legroth,124.0,149.0,0.0013386733076217684,0.5115616810237104,0.04059469585709286
cassamn,150.0,77.0,0.0004943097024155735,0.528503546065691,0.05340780938647469
justinwmcmillan,14.0,9.0,7.330821342057136e-06,0.4493732074377236,0.005435661223613483
gentellectual,26.0,140.0,0.00011713831138439059,0.4617412773672022,0.011706569308060567
alirhodes15,37.0,46.99999999999999,0.00011178453964747646,0.4741212971226997,0.014485539460329292
1markmcintyre,269.0,328.0,0.011064459111555252,0.5800420124373453,0.07313769834284363
mindymo40,30.0,52.0,0.00011652528551942338,0.47549955670735866,0.012718388095287232
repjoeneguse,273.0,103.0,0.005949980609899134,0.6035861531635844,0.07684173609892131
laurenlambertco,90.0,108.0,0.0004088866505218092,0.49907504960284177,0.036464741041585924
chazteplin,65.0,84.0,0.0003693048788562124,0.4839403772406254,0.02468511293505572
caryopter,82.0,69.0,0.00026860005529009533,0.4945482917833148,0.02988039283281337
mattfrommer,71.0,167.0,0.000566003533897113,0.48682097472420055,0.02788107669251683
kejtia,138.0,145.0,0.001405760366966629,0.520101263934281,0.04745853640626629
bococollegians,27.0,23.0,3.9089955770936785e-05,0.46568497510984025,0.010746122502824364
heypamdavis,27.0,42.0,9.289670607282636e-05,0.46768219444555076,0.011356556850635594
kaminfxhelen,19.0,61.0,6.661798686822978e-05,0.46734813573523254,0.006754621501280344
marycontrary303,62.0,137.0,0.00040291019110725386,0.48682097472420055,0.025352324124686472
daboulder20th,65.0,55.0,0.00022492378379050074,0.4926862876726849,0.026424429341394804
stdbikerepair,52.0,162.0,0.0005939190443830719,0.47549955670735866,0.02024137183019588
dr_rob_anderson,55.0,61.0,0.00021247270396846483,0.4835826977304697,0.020490850517291347
400trix,49.00000000000001,115.99999999999999,0.000268393848913505,0.4772336907580784,0.021108031110708653
anactualjohn,36.0,80.0,0.00017493416588228866,0.47549955670735866,0.015881843307758325
coloradosun,314.0,20.0,0.00032432213896257353,0.6103427145795947,0.08727738879627182
sarahdawnh,187.99999999999997,415.0,0.0076655058287845804,0.5389517216057047,0.05818564263026591
pgball,63.0,135.0,0.00044294162705314256,0.48863882750509746,0.02529964610524598
rachelkfriend,404.0,237.00000000000003,0.02123036662155504,0.6787213589515825,0.10055886140418355
stevenfrost,56.0,112.0,0.00023074578656484416,0.47549955670735866,0.02076168333254776
admiraljonjon,70.0,113.0,0.00038148393843483565,0.4807401837100114,0.026573323985141124
paulwallick,31.0,118.00000000000001,6.268969135101207e-05,0.4650230206320722,0.015440196718959829
lynnette_beck,25.0,33.0,4.6715964291957586e-05,0.47138860953121436,0.013629408273242532
shontel4rtd,104.0,87.0,0.00044999385896213,0.5044621357203743,0.03365705914028838
areyouajulie,60.0,132.0,0.00041262612720235415,0.48863882750509746,0.024246941105256947
flatironsart,17.0,49.00000000000001,2.850627313856966e-05,0.456904601975786,0.006550964591567226
kirforce,23.0,74.0,7.032171706263118e-05,0.46076576762628557,0.010805437486833259
jane_brautigam,65.0,23.999999999999996,0.00010408566637823039,0.48900402842251534,0.023879729350256552
qpyoungnews,243.0,215.0,0.005135063547165255,0.5754506508613241,0.08074662655755921
liz_marasco,191.99999999999997,369.0,0.0068509794335706265,0.5447855037712952,0.05769734001201045
codemdad,34.0,74.0,0.00010353761506201112,0.4703719554488322,0.011943253672553679
marklacis,30.0,97.00000000000001,0.00013650226250019185,0.4758453745667822,0.013099447309853915
chthiem,288.0,190.99999999999997,0.005020385034292015,0.5910455194483519,0.07748618852211218
boulder_says,40.0,63.0,9.986481421988431e-05,0.46634881684199964,0.01337880966267672
jessicagrace5,16.0,126.0,7.414571279012543e-05,0.4575436293911367,0.008121489041242672
kaoudis,39.0,33.0,3.0730424253857345e-05,0.46634881684199964,0.016228736143405663
samlounz,141.0,110.0,0.0009539963543738465,0.5234299120234605,0.04995036411843738
bouldermagazine,202.0,85.0,0.0020301366315571994,0.5516757082877956,0.0610628600702891
masynmoyer,179.0,298.0,0.004782963777148289,0.5319409675035167,0.055658508370847716
martharoskowski,77.0,79.0,0.00031027064388038593,0.48501659750135323,0.028807603738878612
fantzypants,88.0,118.00000000000001,0.0006188293606036136,0.5017541334580717,0.03497192640962252
rob_carson,11.999999999999998,83.0,3.224690488492591e-05,0.4472230963973517,0.0062299235851224505
thedancondon,22.0,106.0,6.320195102669463e-05,0.4683517466208486,0.011758990819496308
meredithinco,49.00000000000001,163.0,0.0004807759234516835,0.4800347689136651,0.022224091936499903
ahillinco_4,22.0,67.0,6.507525669918774e-05,0.4660166595650467,0.008512745525582744
piqueen314,7.0,43.0,6.1067313621022966e-06,0.4493732074377236,0.004800037665813015
bhalsey,86.0,132.0,0.0005467850048851443,0.49120674927126545,0.03196157195661848
susanlythgoe,13.0,32.0,1.0429713769390895e-05,0.45310761082363266,0.0064777405879944535
andysayler,93.0,138.0,0.0005245472892250979,0.4979356088503238,0.03667900430173322
kyleclark,315.0,174.0,0.009698311415854595,0.6231308476469767,0.09131427347004127
portiacolorado,168.0,169.0,0.0036190840365535283,0.5380652878530637,0.052853205782527085
impactoned,50.0,74.0,0.0003380582250845521,0.48322554655046196,0.01859910620181187
conor_j_may,26.0,71.0,8.966591889353466e-05,0.4591490456346144,0.011542392815605302
drstephanyrose,78.0,82.0,0.0006632875721106168,0.5013696475320503,0.02592422796480503
abbymcshannon,57.99999999999999,136.0,0.00031675222145103454,0.47898051978720757,0.024293320603151734
ryemdoubleu,149.0,226.0,0.002697796039823933,0.5164067798179365,0.046651956091304486
jasperbrockett,36.0,97.00000000000001,0.0001322275995667213,0.47206882397498234,0.014956404298167653
hansenforco,112.0,76.0,0.000730533465355233,0.5111620234604105,0.03792365906182328
tvolckhausen,19.0,23.999999999999996,3.8115156822428765e-05,0.4585055291025406,0.008008345159893139
mdpiper,18.0,30.0,3.0212774720484326e-05,0.460441513039638,0.007930089630582064
350colorado,62.0,64.0,0.0004311128623864378,0.48573674092748736,0.020699677453852493
frederickcook,28.0,63.0,8.314715914840331e-05,0.4680167310653258,0.013691697824066672
placesmakeppl,128.0,111.0,0.0008081752366352374,0.5131665804151573,0.04187324449238654
c_dan4th,17.0,34.0,2.3763837536667704e-05,0.45882706173164484,0.007807716177149541
dbseaton,49.00000000000001,144.0,0.0004524756633816359,0.4818022017888995,0.01732596733265873
downtownboulder,305.0,57.99999999999999,0.0017502288084454225,0.6041434810981768,0.08571279211624792
climatewest,73.0,84.0,0.00067491191476451,0.49047030736831,0.02432920779072524
doylealbee,88.0,143.0,0.0007886939669542517,0.5006024407263394,0.034928246685689585
dadoughertyco,122.0,94.99999999999999,0.0008317866816621403,0.520101263934281,0.042511755683502794
erabrahamson,10.0,55.0,3.080046235762207e-05,0.4453964533896021,0.005095814673504359
welcomehomebldr,229.99999999999997,214.0,0.004766558759759947,0.5587424338422934,0.06627976178636269
hollierogin,75.0,134.0,0.0009012870188665016,0.49342940424534354,0.02737658708757452
emma_vawter,74.0,161.0,0.0006003600872009194,0.4926862876726849,0.02850377217341343
calliepederson,13.0,43.0,8.557613790643e-06,0.4475289945481023,0.0072970385636872935
jenagriswold,218.0,203.0,0.010348970599925317,0.5724299125365928,0.06576540616425179
picklebric,60.0,45.0,8.055714387493252e-05,0.4803872173489908,0.024343971753306482
jmbluebird,11.0,54.0,1.201434859398057e-05,0.4493732074377236,0.005596804792414449
amac16,45.0,131.0,0.00030008030184195273,0.4744651124215558,0.018150769948267784
nickt4congress,25.0,127.0,0.00015233861466484343,0.4670145539110104,0.011223044362887059
devenshaff,31.0,147.0,0.00017165707686455771,0.47003404456129705,0.012643333755445726
bikeboulderbike,119.00000000000001,75.0,0.0005238825973497783,0.5075930101080881,0.03831648566808835
carlalaura99,16.0,90.0,3.092374273125233e-05,0.45979437106769183,0.009089111891382236
engageboulder,46.99999999999999,53.0,0.00010010696501653465,0.47138860953121436,0.017994830776156406
boulderyes2m_2n,21.0,157.0,0.00027252190653732553,0.4509217022945042,0.007132286273729073
maxboykoff,72.0,35.0,0.00027069011990786545,0.48286892253086755,0.024113289530318126
mbforboulder,205.0,219.0,0.0060352943942006895,0.5456942368885117,0.052924403589049894
jesslisi,100.0,203.0,0.001332971211420075,0.49831484389133696,0.03434957889132944
mewmewmew13,67.0,99.0,0.000234172857089639,0.4897360703812317,0.029016559533621877
trenthein,28.999999999999996,131.0,0.00022012972770325508,0.47549955670735866,0.012688494223502626
bennytheshap,44.0,97.00000000000001,0.00044277268297103093,0.48682097472420055,0.017550159739041952
kenboulder,21.0,22.0,3.4001967993443426e-05,0.4703719554488322,0.009971142374198431
andrewhomeyer,27.0,59.00000000000001,7.714867414729384e-05,0.4650230206320722,0.01066242549438
nami_knows,114.0,145.0,0.001126098858459902,0.505241227821873,0.03847521460616609
gigsforgood,19.0,62.0,3.7094447725369455e-05,0.46272092647052726,0.009575898402743512
byoutfulboulder,56.0,174.0,0.0004017725935879908,0.4800347689136651,0.022710241893503885
lisad144,25.0,84.0,0.00016930917695598182,0.46304840058692537,0.009839251090656372
joeneguse,357.0,127.0,0.011077408690037049,0.6536337562730525,0.09792418071427753
chrisfnicholson,43.0,87.0,0.0001559965022783359,0.4810936691392099,0.019624584616187924
ehernandez,214.0,139.0,0.004944245551663621,0.5669734748954294,0.0659269046155076
cprwarner,301.0,375.99999999999994,0.021162443608625375,0.6063831232894583,0.08712129432004097
kyle_mullica,81.0,30.0,4.776857101346716e-05,0.4986946570345469,0.030624521921261597
kristiankerr,23.0,130.0,0.00043190856226284907,0.4540509299301357,0.009790888742656195
tomhigley,28.999999999999996,85.0,0.00020082869320217677,0.47104923688216377,0.011745864172103177
helzapoppen,43.0,114.99999999999999,0.00032253384602914383,0.48251282450540234,0.01845087010312991
taragilboa,36.0,147.0,0.00023949447761093125,0.46568497510984025,0.014289579531882965
joinblf,62.0,54.0,0.0003048687047699883,0.4803872173489908,0.017071350785943
yimbyindenver,81.0,73.0,0.0002911095707876987,0.4956722651737315,0.029405027509416343
mbazilian,33.0,45.0,7.541026467537225e-05,0.4696966188293794,0.012529039033059098
innisfreebooks,54.0,92.0,0.00033830172136908263,0.48573674092748736,0.021858166890263535
sepzilla,91.0,173.0,0.0009195671594471594,0.49717886780343884,0.033564955380367016
