ELECTION,PRECINCT,AGE,VOTERS,VOTED,TURNOUT,CYCLE
2001,2181307868,45-54,118.0,73.0,0.6186440677966102,Odd
2001,2181307868,55-64,73.0,62.0,0.8493150684931506,Odd
2001,2181307868,65+,31.0,26.0,0.8387096774193549,Odd
2001,2181307869,18-24,6.0,1.0,0.16666666666666666,Odd
2001,2181307869,25-34,28.0,11.0,0.39285714285714285,Odd
2001,2181307869,35-44,48.0,28.0,0.5833333333333334,Odd
2001,2181307869,45-54,57.0,37.0,0.6491228070175439,Odd
2001,2181307869,55-64,41.0,29.0,0.7073170731707317,Odd
2001,2181307869,65+,17.0,15.0,0.8823529411764706,Odd
2001,2181307870,18-24,7.0,2.0,0.2857142857142857,Odd
2001,2181307870,25-34,17.0,6.0,0.35294117647058826,Odd
2001,2181307870,35-44,35.0,19.0,0.5428571428571428,Odd
2001,2181307870,45-54,38.0,20.0,0.5263157894736842,Odd
2001,2181307870,55-64,8.0,6.0,0.75,Odd
2001,2181307870,65+,13.0,8.0,0.6153846153846154,Odd
2001,2181307871,18-24,13.0,2.0,0.15384615384615385,Odd
2001,2181307871,25-34,40.0,18.0,0.45,Odd
2001,2181307871,35-44,56.0,34.0,0.6071428571428571,Odd
2001,2181307871,45-54,41.0,26.0,0.6341463414634146,Odd
2001,2181307871,55-64,13.0,8.0,0.6153846153846154,Odd
2001,2181307871,65+,3.0,3.0,1.0,Odd
2001,2181307872,18-24,1.0,0.0,0.0,Odd
2001,2181307872,25-34,4.0,0.0,0.0,Odd
2001,2181307872,35-44,12.0,8.0,0.6666666666666666,Odd
2001,2181307872,45-54,9.0,2.0,0.2222222222222222,Odd
2001,2181307872,55-64,7.0,4.0,0.5714285714285714,Odd
2001,2181307872,65+,4.0,4.0,1.0,Odd
2001,2181307873,18-24,7.0,0.0,0.0,Odd
2001,2181307873,25-34,21.0,11.0,0.5238095238095238,Odd
2001,2181307873,35-44,36.0,20.0,0.5555555555555556,Odd
2001,2181307873,45-54,68.0,42.0,0.6176470588235294,Odd
2001,2181307873,55-64,47.0,35.0,0.7446808510638298,Odd
2001,2181307873,65+,16.0,16.0,1.0,Odd
2001,2181307874,18-24,10.0,2.0,0.2,Odd
2001,2181307874,25-34,29.0,9.0,0.3103448275862069,Odd
2001,2181307874,35-44,77.0,27.0,0.35064935064935066,Odd
2001,2181307874,45-54,115.0,83.0,0.7217391304347827,Odd
2001,2181307874,55-64,68.0,54.0,0.7941176470588235,Odd
2001,2181307874,65+,26.0,24.0,0.9230769230769231,Odd
2001,2181307875,18-24,1.0,0.0,0.0,Odd
2001,2181307875,25-34,6.0,3.0,0.5,Odd
2001,2181307875,35-44,12.0,6.0,0.5,Odd
2001,2181307875,45-54,11.0,7.0,0.6363636363636364,Odd
2001,2181307875,55-64,6.0,5.0,0.8333333333333334,Odd
2001,2181307875,65+,,0.0,,Odd
2001,2181307876,18-24,,0.0,,Odd
2001,2181307876,25-34,,0.0,,Odd
2001,2181307876,35-44,5.0,0.0,0.0,Odd
2001,2181307876,45-54,2.0,1.0,0.5,Odd
2001,2181307876,55-64,,0.0,,Odd
2001,2181307876,65+,,0.0,,Odd
2001,2181307877,18-24,,0.0,,Odd
2001,2181307877,25-34,22.0,4.0,0.18181818181818182,Odd
2001,2181307877,35-44,54.0,25.0,0.46296296296296297,Odd
2001,2181307877,45-54,53.0,29.0,0.5471698113207547,Odd
2001,2181307877,55-64,31.0,25.0,0.8064516129032258,Odd
2001,2181307877,65+,15.0,11.0,0.7333333333333333,Odd
2001,2181307878,18-24,5.0,1.0,0.2,Odd
2001,2181307878,25-34,23.0,6.0,0.2608695652173913,Odd
2001,2181307878,35-44,36.0,16.0,0.4444444444444444,Odd
2001,2181307878,45-54,56.0,33.0,0.5892857142857143,Odd
2001,2181307878,55-64,33.0,26.0,0.7878787878787878,Odd
2001,2181307878,65+,14.0,9.0,0.6428571428571429,Odd
2001,2181307879,18-24,2.0,0.0,0.0,Odd
2001,2181307879,25-34,10.0,4.0,0.4,Odd
2001,2181307879,35-44,33.0,23.0,0.696969696969697,Odd
2001,2181307879,45-54,30.0,19.0,0.6333333333333333,Odd
2001,2181307879,55-64,20.0,15.0,0.75,Odd
2001,2181307879,65+,3.0,3.0,1.0,Odd
2001,2181307880,18-24,,0.0,,Odd
2001,2181307880,25-34,3.0,0.0,0.0,Odd
2001,2181307880,35-44,5.0,2.0,0.4,Odd
2001,2181307880,45-54,11.0,4.0,0.36363636363636365,Odd
2001,2181307880,55-64,19.0,7.0,0.3684210526315789,Odd
2001,2181307880,65+,12.0,8.0,0.6666666666666666,Odd
2001,2181307881,18-24,5.0,2.0,0.4,Odd
2001,2181307881,25-34,19.0,2.0,0.10526315789473684,Odd
2001,2181307881,35-44,26.0,15.0,0.5769230769230769,Odd
2001,2181307881,45-54,68.0,41.0,0.6029411764705882,Odd
2001,2181307881,55-64,34.0,20.0,0.5882352941176471,Odd
2001,2181307881,65+,15.0,11.0,0.7333333333333333,Odd
2001,2181307882,18-24,10.0,3.0,0.3,Odd
2001,2181307882,25-34,33.0,6.0,0.18181818181818182,Odd
2001,2181307882,35-44,56.0,28.0,0.5,Odd
2001,2181307882,45-54,79.0,47.0,0.5949367088607594,Odd
2001,2181307882,55-64,48.0,42.0,0.875,Odd
2001,2181307882,65+,7.0,4.0,0.5714285714285714,Odd
2001,2181307883,18-24,8.0,2.0,0.25,Odd
2001,2181307883,25-34,46.0,9.0,0.1956521739130435,Odd
2001,2181307883,35-44,54.0,33.0,0.6111111111111112,Odd
2001,2181307883,45-54,74.0,53.0,0.7162162162162162,Odd
2001,2181307883,55-64,34.0,26.0,0.7647058823529411,Odd
2001,2181307883,65+,5.0,4.0,0.8,Odd
2001,2181307884,18-24,8.0,0.0,0.0,Odd
2001,2181307884,25-34,34.0,10.0,0.29411764705882354,Odd
2001,2181307884,35-44,37.0,21.0,0.5675675675675675,Odd
2001,2181307884,45-54,48.0,25.0,0.5208333333333334,Odd
2001,2181307884,55-64,21.0,13.0,0.6190476190476191,Odd
2001,2181307884,65+,6.0,4.0,0.6666666666666666,Odd
2001,2181307885,18-24,7.0,2.0,0.2857142857142857,Odd
2001,2181307885,25-34,45.0,19.0,0.4222222222222222,Odd
2001,2181307885,35-44,52.0,26.0,0.5,Odd
2001,2181307885,45-54,78.0,57.0,0.7307692307692307,Odd
2001,2181307885,55-64,19.0,14.0,0.7368421052631579,Odd
2001,2181307885,65+,6.0,6.0,1.0,Odd
2001,2181307886,18-24,9.0,1.0,0.1111111111111111,Odd
2001,2181307886,25-34,40.0,15.0,0.375,Odd
2001,2181307886,35-44,98.0,50.0,0.5102040816326531,Odd
2001,2181307886,45-54,97.0,60.0,0.6185567010309279,Odd
2001,2181307886,55-64,24.0,17.0,0.7083333333333334,Odd
2001,2181307886,65+,8.0,8.0,1.0,Odd
2001,2181307887,18-24,11.0,5.0,0.45454545454545453,Odd
2001,2181307887,25-34,44.0,19.0,0.4318181818181818,Odd
2001,2181307887,35-44,83.0,43.0,0.5180722891566265,Odd
2001,2181307887,45-54,119.0,85.0,0.7142857142857143,Odd
2001,2181307887,55-64,79.0,57.0,0.7215189873417721,Odd
2001,2181307887,65+,21.0,16.0,0.7619047619047619,Odd
2001,2181307888,18-24,5.0,2.0,0.4,Odd
2001,2181307888,25-34,26.0,11.0,0.4230769230769231,Odd
2001,2181307888,35-44,72.0,40.0,0.5555555555555556,Odd
2001,2181307888,45-54,133.0,89.0,0.6691729323308271,Odd
2001,2181307888,55-64,91.0,79.0,0.8681318681318682,Odd
2001,2181307888,65+,24.0,19.0,0.7916666666666666,Odd
2001,2181307910,18-24,5.0,1.0,0.2,Odd
2001,2181307910,25-34,35.0,15.0,0.42857142857142855,Odd
2001,2181307910,35-44,89.0,37.0,0.4157303370786517,Odd
2001,2181307910,45-54,117.0,60.0,0.5128205128205128,Odd
2001,2181307910,55-64,36.0,24.0,0.6666666666666666,Odd
2001,2181307910,65+,10.0,7.0,0.7,Odd
2002,2181007800,18-24,10.0,5.0,0.5,Even
2002,2181007800,25-34,42.0,30.0,0.7142857142857143,Even
2002,2181007800,35-44,88.0,64.0,0.7272727272727273,Even
2002,2181007800,45-54,92.0,79.0,0.8586956521739131,Even
2002,2181007800,55-64,45.0,41.0,0.9111111111111111,Even
2002,2181007800,65+,20.0,18.0,0.9,Even
2002,2181007801,18-24,9.0,4.0,0.4444444444444444,Even
2002,2181007801,25-34,30.0,23.0,0.7666666666666667,Even
2002,2181007801,35-44,57.0,40.0,0.7017543859649122,Even
2002,2181007801,45-54,62.0,53.0,0.8548387096774194,Even
2002,2181007801,55-64,26.0,22.0,0.8461538461538461,Even
2002,2181007801,65+,5.0,4.0,0.8,Even
2002,2181007802,18-24,6.0,2.0,0.3333333333333333,Even
2002,2181007802,25-34,23.0,16.0,0.6956521739130435,Even
2002,2181007802,35-44,35.0,21.0,0.6,Even
2002,2181007802,45-54,51.0,41.0,0.803921568627451,Even
2002,2181007802,55-64,11.0,10.0,0.9090909090909091,Even
2002,2181007802,65+,3.0,3.0,1.0,Even
2002,2181007804,18-24,13.0,5.0,0.38461538461538464,Even
2002,2181007804,25-34,73.0,45.0,0.6164383561643836,Even
2002,2181007804,35-44,137.0,103.0,0.7518248175182481,Even
2002,2181007804,45-54,190.0,166.0,0.8736842105263158,Even
2002,2181007804,55-64,81.0,76.0,0.9382716049382716,Even
2002,2181007804,65+,18.0,17.0,0.9444444444444444,Even
2002,2181007806,18-24,13.0,6.0,0.46153846153846156,Even
2002,2181007806,25-34,92.0,62.0,0.6739130434782609,Even
2002,2181007806,35-44,88.0,65.0,0.7386363636363636,Even
2002,2181007806,45-54,75.0,60.0,0.8,Even
2002,2181007806,55-64,41.0,36.0,0.8780487804878049,Even
2002,2181007806,65+,4.0,3.0,0.75,Even
2002,2181007807,18-24,15.0,9.0,0.6,Even
2002,2181007807,25-34,48.0,34.0,0.7083333333333334,Even
2002,2181007807,35-44,96.0,79.0,0.8229166666666666,Even
2002,2181007807,45-54,172.0,155.0,0.9011627906976745,Even
2002,2181007807,55-64,57.0,53.0,0.9298245614035088,Even
2002,2181007807,65+,8.0,6.0,0.75,Even
2002,2181007808,18-24,16.0,5.0,0.3125,Even
2002,2181007808,25-34,80.0,51.0,0.6375,Even
2002,2181007808,35-44,129.0,103.0,0.7984496124031008,Even
2002,2181007808,45-54,87.0,71.0,0.8160919540229885,Even
2002,2181007808,55-64,44.0,39.0,0.8863636363636364,Even
2002,2181007808,65+,11.0,10.0,0.9090909090909091,Even
2002,2181007809,18-24,15.0,6.0,0.4,Even
2002,2181007809,25-34,77.0,54.0,0.7012987012987013,Even
2002,2181007809,35-44,145.0,124.0,0.8551724137931035,Even
2002,2181007809,45-54,160.0,146.0,0.9125,Even
2002,2181007809,55-64,71.0,65.0,0.9154929577464789,Even
2002,2181007809,65+,7.0,7.0,1.0,Even
2002,2181007810,18-24,8.0,3.0,0.375,Even
2002,2181007810,25-34,61.0,36.0,0.5901639344262295,Even
2002,2181007810,35-44,105.0,86.0,0.819047619047619,Even
2002,2181007810,45-54,164.0,149.0,0.9085365853658537,Even
2002,2181007810,55-64,74.0,67.0,0.9054054054054054,Even
2002,2181007810,65+,26.0,24.0,0.9230769230769231,Even
2002,2181007811,18-24,15.0,5.0,0.3333333333333333,Even
2002,2181007811,25-34,89.0,58.0,0.651685393258427,Even
2002,2181007811,35-44,172.0,135.0,0.7848837209302325,Even
2002,2181007811,45-54,128.0,102.0,0.796875,Even
2002,2181007811,55-64,58.0,53.0,0.9137931034482759,Even
2002,2181007811,65+,6.0,5.0,0.8333333333333334,Even
2002,2181007812,18-24,19.0,13.0,0.6842105263157895,Even
2002,2181007812,25-34,62.0,41.0,0.6612903225806451,Even
2002,2181007812,35-44,85.0,68.0,0.8,Even
2002,2181007812,45-54,110.0,94.0,0.8545454545454545,Even
2002,2181007812,55-64,35.0,28.0,0.8,Even
2002,2181007812,65+,10.0,10.0,1.0,Even
2002,2181007813,18-24,21.0,10.0,0.47619047619047616,Even
2002,2181007813,25-34,26.0,16.0,0.6153846153846154,Even
2002,2181007813,35-44,82.0,60.0,0.7317073170731707,Even
2002,2181007813,45-54,104.0,87.0,0.8365384615384616,Even
2002,2181007813,55-64,47.0,42.0,0.8936170212765957,Even
2002,2181007813,65+,16.0,16.0,1.0,Even
2002,2181007814,18-24,16.0,6.0,0.375,Even
2002,2181007814,25-34,52.0,27.0,0.5192307692307693,Even
2002,2181007814,35-44,94.0,76.0,0.8085106382978723,Even
2002,2181007814,45-54,78.0,64.0,0.8205128205128205,Even
2002,2181007814,55-64,56.0,47.0,0.8392857142857143,Even
2002,2181007814,65+,10.0,9.0,0.9,Even
2002,2181007815,18-24,5.0,1.0,0.2,Even
2002,2181007815,25-34,19.0,12.0,0.631578947368421,Even
2002,2181007815,35-44,29.0,23.0,0.7931034482758621,Even
2002,2181007815,45-54,27.0,25.0,0.9259259259259259,Even
2002,2181007815,55-64,14.0,14.0,1.0,Even
2002,2181007815,65+,7.0,5.0,0.7142857142857143,Even
2002,2181007816,18-24,13.0,7.0,0.5384615384615384,Even
2002,2181007816,25-34,33.0,22.0,0.6666666666666666,Even
2002,2181007816,35-44,81.0,67.0,0.8271604938271605,Even
2002,2181007816,45-54,92.0,75.0,0.8152173913043478,Even
2002,2181007816,55-64,41.0,38.0,0.926829268292683,Even
2002,2181007816,65+,9.0,9.0,1.0,Even
2002,2181007817,18-24,12.0,8.0,0.6666666666666666,Even
2002,2181007817,25-34,33.0,23.0,0.696969696969697,Even
2002,2181007817,35-44,86.0,67.0,0.7790697674418605,Even
2002,2181007817,45-54,115.0,101.0,0.8782608695652174,Even
2002,2181007817,55-64,89.0,85.0,0.9550561797752809,Even
2002,2181007817,65+,24.0,24.0,1.0,Even
2002,2181007818,18-24,14.0,9.0,0.6428571428571429,Even
2002,2181007818,25-34,48.0,32.0,0.6666666666666666,Even
2002,2181007818,35-44,105.0,91.0,0.8666666666666667,Even
2002,2181007818,45-54,136.0,113.0,0.8308823529411765,Even
2002,2181007818,55-64,66.0,63.0,0.9545454545454546,Even
2002,2181007818,65+,19.0,18.0,0.9473684210526315,Even
2002,2181007819,18-24,12.0,10.0,0.8333333333333334,Even
2002,2181007819,25-34,55.0,38.0,0.6909090909090909,Even
2002,2181007819,35-44,98.0,85.0,0.8673469387755102,Even
2002,2181007819,45-54,98.0,89.0,0.9081632653061225,Even
2002,2181007819,55-64,48.0,45.0,0.9375,Even
2002,2181007819,65+,15.0,12.0,0.8,Even
2002,2181007820,18-24,6.0,1.0,0.16666666666666666,Even
2002,2181007820,25-34,64.0,42.0,0.65625,Even
2002,2181007820,35-44,84.0,71.0,0.8452380952380952,Even
2002,2181007820,45-54,59.0,57.0,0.9661016949152542,Even
2002,2181007820,55-64,45.0,44.0,0.9777777777777777,Even
2002,2181007820,65+,25.0,24.0,0.96,Even
2002,2181007821,18-24,17.0,9.0,0.5294117647058824,Even
2002,2181007821,25-34,45.0,37.0,0.8222222222222222,Even
2002,2181007821,35-44,56.0,41.0,0.7321428571428571,Even
2002,2181007821,45-54,65.0,55.0,0.8461538461538461,Even
2002,2181007821,55-64,35.0,33.0,0.9428571428571428,Even
2002,2181007821,65+,14.0,13.0,0.9285714285714286,Even
2002,2181007822,18-24,19.0,9.0,0.47368421052631576,Even
2002,2181007822,25-34,38.0,23.0,0.6052631578947368,Even
2002,2181007822,35-44,64.0,46.0,0.71875,Even
2002,2181007822,45-54,76.0,63.0,0.8289473684210527,Even
2002,2181007822,55-64,39.0,35.0,0.8974358974358975,Even
2002,2181007822,65+,21.0,20.0,0.9523809523809523,Even
2002,2181007823,18-24,8.0,2.0,0.25,Even
2002,2181007823,25-34,28.0,14.0,0.5,Even
2002,2181007823,35-44,38.0,26.0,0.6842105263157895,Even
2002,2181007823,45-54,31.0,26.0,0.8387096774193549,Even
2002,2181007823,55-64,20.0,18.0,0.9,Even
2002,2181007823,65+,6.0,6.0,1.0,Even
2002,2181007824,18-24,9.0,5.0,0.5555555555555556,Even
2002,2181007824,25-34,53.0,37.0,0.6981132075471698,Even
2002,2181007824,35-44,71.0,58.0,0.8169014084507042,Even
2002,2181007824,45-54,91.0,76.0,0.8351648351648352,Even
2002,2181007824,55-64,55.0,47.0,0.8545454545454545,Even
2002,2181007824,65+,13.0,12.0,0.9230769230769231,Even
2002,2181007825,18-24,1.0,0.0,0.0,Even
2002,2181007825,25-34,36.0,26.0,0.7222222222222222,Even
2002,2181007825,35-44,40.0,28.0,0.7,Even
2002,2181007825,45-54,70.0,64.0,0.9142857142857143,Even
2002,2181007825,55-64,38.0,37.0,0.9736842105263158,Even
2002,2181007825,65+,12.0,11.0,0.9166666666666666,Even
2002,2181007826,18-24,7.0,3.0,0.42857142857142855,Even
2002,2181007826,25-34,27.0,21.0,0.7777777777777778,Even
2002,2181007826,35-44,85.0,69.0,0.8117647058823529,Even
2002,2181007826,45-54,66.0,58.0,0.8787878787878788,Even
2002,2181007826,55-64,39.0,34.0,0.8717948717948718,Even
2002,2181007826,65+,4.0,4.0,1.0,Even
2002,2181007827,18-24,14.0,8.0,0.5714285714285714,Even
2002,2181007827,25-34,27.0,19.0,0.7037037037037037,Even
2002,2181007827,35-44,60.0,47.0,0.7833333333333333,Even
2002,2181007827,45-54,43.0,35.0,0.813953488372093,Even
2002,2181007827,55-64,31.0,28.0,0.9032258064516129,Even
2002,2181007827,65+,2.0,2.0,1.0,Even
2002,2181007828,18-24,3.0,0.0,0.0,Even
2002,2181007828,25-34,21.0,18.0,0.8571428571428571,Even
2002,2181007828,35-44,41.0,33.0,0.8048780487804879,Even
2002,2181007828,45-54,24.0,20.0,0.8333333333333334,Even
2002,2181007828,55-64,17.0,15.0,0.8823529411764706,Even
2002,2181007828,65+,2.0,2.0,1.0,Even
2002,2181007829,18-24,4.0,2.0,0.5,Even
2002,2181007829,25-34,7.0,2.0,0.2857142857142857,Even
2002,2181007829,35-44,14.0,10.0,0.7142857142857143,Even
2002,2181007829,45-54,22.0,19.0,0.8636363636363636,Even
2002,2181007829,55-64,14.0,13.0,0.9285714285714286,Even
2002,2181007829,65+,11.0,9.0,0.8181818181818182,Even
2002,2181007830,18-24,1.0,0.0,0.0,Even
2002,2181007830,25-34,8.0,6.0,0.75,Even
2002,2181007830,35-44,9.0,6.0,0.6666666666666666,Even
2002,2181007830,45-54,5.0,5.0,1.0,Even
2002,2181007830,55-64,5.0,5.0,1.0,Even
2002,2181007830,65+,1.0,1.0,1.0,Even
2002,2181007831,18-24,3.0,2.0,0.6666666666666666,Even
2002,2181007831,25-34,11.0,6.0,0.5454545454545454,Even
2002,2181007831,35-44,17.0,13.0,0.7647058823529411,Even
2002,2181007831,45-54,25.0,20.0,0.8,Even
2002,2181007831,55-64,11.0,10.0,0.9090909090909091,Even
2002,2181007831,65+,2.0,2.0,1.0,Even
2002,2181007832,18-24,5.0,2.0,0.4,Even
2002,2181007832,25-34,10.0,5.0,0.5,Even
2002,2181007832,35-44,15.0,11.0,0.7333333333333333,Even
2002,2181007832,45-54,12.0,8.0,0.6666666666666666,Even
2002,2181007832,55-64,9.0,7.0,0.7777777777777778,Even
2002,2181007832,65+,2.0,2.0,1.0,Even
2002,2181007833,18-24,2.0,2.0,1.0,Even
2002,2181007833,25-34,6.0,3.0,0.5,Even
2002,2181007833,35-44,5.0,3.0,0.6,Even
2002,2181007833,45-54,6.0,6.0,1.0,Even
2002,2181007833,55-64,2.0,2.0,1.0,Even
2002,2181007833,65+,2.0,2.0,1.0,Even
2002,2181007834,18-24,,0.0,,Even
2002,2181007834,25-34,,0.0,,Even
2002,2181007834,35-44,,0.0,,Even
2002,2181007834,45-54,,0.0,,Even
2002,2181007834,55-64,1.0,0.0,0.0,Even
2002,2181007834,65+,,0.0,,Even
2002,2181007835,18-24,1.0,0.0,0.0,Even
2002,2181007835,25-34,2.0,1.0,0.5,Even
2002,2181007835,35-44,,0.0,,Even
2002,2181007835,45-54,1.0,1.0,1.0,Even
2002,2181007835,55-64,1.0,1.0,1.0,Even
2002,2181007835,65+,2.0,2.0,1.0,Even
2002,2181007836,18-24,4.0,1.0,0.25,Even
2002,2181007836,25-34,12.0,9.0,0.75,Even
2002,2181007836,35-44,10.0,6.0,0.6,Even
2002,2181007836,45-54,21.0,18.0,0.8571428571428571,Even
2002,2181007836,55-64,23.0,22.0,0.9565217391304348,Even
2002,2181007836,65+,31.0,27.0,0.8709677419354839,Even
2002,2181007837,18-24,4.0,1.0,0.25,Even
2002,2181007837,25-34,7.0,3.0,0.42857142857142855,Even
2002,2181007837,35-44,10.0,5.0,0.5,Even
2002,2181007837,45-54,12.0,8.0,0.6666666666666666,Even
2002,2181007837,55-64,13.0,11.0,0.8461538461538461,Even
2002,2181007837,65+,3.0,3.0,1.0,Even
2002,2181007838,18-24,4.0,2.0,0.5,Even
2002,2181007838,25-34,4.0,1.0,0.25,Even
2002,2181007838,35-44,5.0,4.0,0.8,Even
2002,2181007838,45-54,5.0,4.0,0.8,Even
2002,2181007838,55-64,1.0,1.0,1.0,Even
2002,2181007838,65+,,0.0,,Even
2002,2181007839,18-24,7.0,2.0,0.2857142857142857,Even
2002,2181007839,25-34,26.0,18.0,0.6923076923076923,Even
2002,2181007839,35-44,51.0,44.0,0.8627450980392157,Even
2002,2181007839,45-54,61.0,49.0,0.8032786885245902,Even
2002,2181007839,55-64,62.0,61.0,0.9838709677419355,Even
2002,2181007839,65+,23.0,22.0,0.9565217391304348,Even
2002,2181007840,18-24,3.0,1.0,0.3333333333333333,Even
2002,2181007840,25-34,26.0,19.0,0.7307692307692307,Even
2002,2181007840,35-44,50.0,44.0,0.88,Even
2002,2181007840,45-54,46.0,39.0,0.8478260869565217,Even
2002,2181007840,55-64,47.0,45.0,0.9574468085106383,Even
2002,2181007840,65+,11.0,11.0,1.0,Even
2002,2181007841,18-24,3.0,3.0,1.0,Even
2002,2181007841,25-34,28.0,20.0,0.7142857142857143,Even
2002,2181007841,35-44,47.0,41.0,0.8723404255319149,Even
2002,2181007841,45-54,97.0,83.0,0.8556701030927835,Even
2002,2181007841,55-64,62.0,60.0,0.967741935483871,Even
2002,2181007841,65+,10.0,8.0,0.8,Even
2002,2181007842,18-24,5.0,2.0,0.4,Even
2002,2181007842,25-34,58.0,50.0,0.8620689655172413,Even
2002,2181007842,35-44,88.0,69.0,0.7840909090909091,Even
2002,2181007842,45-54,160.0,141.0,0.88125,Even
2002,2181007842,55-64,91.0,88.0,0.967032967032967,Even
2002,2181007842,65+,18.0,18.0,1.0,Even
2002,2181007843,18-24,11.0,6.0,0.5454545454545454,Even
2002,2181007843,25-34,73.0,60.0,0.821917808219178,Even
2002,2181007843,35-44,126.0,113.0,0.8968253968253969,Even
2002,2181007843,45-54,154.0,141.0,0.9155844155844156,Even
2002,2181007843,55-64,81.0,72.0,0.8888888888888888,Even
2002,2181007843,65+,25.0,22.0,0.88,Even
2002,2181007844,18-24,9.0,5.0,0.5555555555555556,Even
2002,2181007844,25-34,32.0,22.0,0.6875,Even
2002,2181007844,35-44,55.0,42.0,0.7636363636363637,Even
2002,2181007844,45-54,59.0,53.0,0.8983050847457628,Even
2002,2181007844,55-64,31.0,28.0,0.9032258064516129,Even
2002,2181007844,65+,17.0,16.0,0.9411764705882353,Even
2002,2181007845,18-24,9.0,2.0,0.2222222222222222,Even
2002,2181007845,25-34,29.0,19.0,0.6551724137931034,Even
2002,2181007845,35-44,42.0,38.0,0.9047619047619048,Even
2002,2181007845,45-54,38.0,32.0,0.8421052631578947,Even
2002,2181007845,55-64,21.0,19.0,0.9047619047619048,Even
2002,2181007845,65+,9.0,7.0,0.7777777777777778,Even
2002,2181007846,18-24,1.0,0.0,0.0,Even
2002,2181007846,25-34,5.0,5.0,1.0,Even
2002,2181007846,35-44,1.0,1.0,1.0,Even
2002,2181007846,45-54,23.0,18.0,0.782608695652174,Even
2002,2181007846,55-64,23.0,16.0,0.6956521739130435,Even
2002,2181007846,65+,48.0,44.0,0.9166666666666666,Even
2002,2181007847,18-24,1.0,0.0,0.0,Even
2002,2181007847,25-34,2.0,0.0,0.0,Even
2002,2181007847,35-44,1.0,1.0,1.0,Even
2002,2181007847,45-54,5.0,4.0,0.8,Even
2002,2181007847,55-64,,0.0,,Even
2002,2181007847,65+,,0.0,,Even
2002,2181007848,18-24,7.0,6.0,0.8571428571428571,Even
2002,2181007848,25-34,35.0,26.0,0.7428571428571429,Even
2002,2181007848,35-44,23.0,19.0,0.8260869565217391,Even
2002,2181007848,45-54,26.0,22.0,0.8461538461538461,Even
2002,2181007848,55-64,12.0,12.0,1.0,Even
2002,2181007848,65+,4.0,2.0,0.5,Even
2002,2181007849,18-24,,0.0,,Even
2002,2181007849,25-34,,0.0,,Even
2002,2181007849,35-44,2.0,1.0,0.5,Even
2002,2181007849,45-54,,0.0,,Even
2002,2181007849,55-64,,0.0,,Even
2002,2181007849,65+,,0.0,,Even
2002,2181007850,18-24,5.0,3.0,0.6,Even
2002,2181007850,25-34,37.0,29.0,0.7837837837837838,Even
2002,2181007850,35-44,74.0,62.0,0.8378378378378378,Even
2002,2181007850,45-54,76.0,67.0,0.881578947368421,Even
2002,2181007850,55-64,64.0,62.0,0.96875,Even
2002,2181007850,65+,50.0,45.0,0.9,Even
2002,2181007851,18-24,2.0,0.0,0.0,Even
2002,2181007851,25-34,11.0,4.0,0.36363636363636365,Even
2002,2181007851,35-44,18.0,14.0,0.7777777777777778,Even
2002,2181007851,45-54,45.0,43.0,0.9555555555555556,Even
2002,2181007851,55-64,145.0,134.0,0.9241379310344827,Even
2002,2181007851,65+,177.0,168.0,0.9491525423728814,Even
2002,2181007852,18-24,12.0,7.0,0.5833333333333334,Even
2002,2181007852,25-34,40.0,21.0,0.525,Even
2002,2181007852,35-44,56.0,47.0,0.8392857142857143,Even
2002,2181007852,45-54,72.0,60.0,0.8333333333333334,Even
2002,2181007852,55-64,41.0,35.0,0.8536585365853658,Even
2002,2181007852,65+,24.0,23.0,0.9583333333333334,Even
2002,2181007853,18-24,12.0,6.0,0.5,Even
2002,2181007853,25-34,26.0,16.0,0.6153846153846154,Even
2002,2181007853,35-44,49.0,33.0,0.673469387755102,Even
2002,2181007853,45-54,43.0,39.0,0.9069767441860465,Even
2002,2181007853,55-64,19.0,19.0,1.0,Even
2002,2181007853,65+,13.0,12.0,0.9230769230769231,Even
2002,2181307854,18-24,5.0,2.0,0.4,Even
2002,2181307854,25-34,22.0,16.0,0.7272727272727273,Even
2002,2181307854,35-44,39.0,32.0,0.8205128205128205,Even
2002,2181307854,45-54,49.0,46.0,0.9387755102040817,Even
2002,2181307854,55-64,16.0,13.0,0.8125,Even
2002,2181307854,65+,10.0,8.0,0.8,Even
2002,2181307855,18-24,7.0,3.0,0.42857142857142855,Even
2002,2181307855,25-34,21.0,12.0,0.5714285714285714,Even
2002,2181307855,35-44,49.0,36.0,0.7346938775510204,Even
2002,2181307855,45-54,36.0,32.0,0.8888888888888888,Even
2002,2181307855,55-64,19.0,15.0,0.7894736842105263,Even
2002,2181307855,65+,12.0,11.0,0.9166666666666666,Even
2002,2181307856,18-24,7.0,4.0,0.5714285714285714,Even
2002,2181307856,25-34,38.0,27.0,0.7105263157894737,Even
2002,2181307856,35-44,59.0,47.0,0.7966101694915254,Even
2002,2181307856,45-54,48.0,39.0,0.8125,Even
2002,2181307856,55-64,25.0,23.0,0.92,Even
2002,2181307856,65+,6.0,6.0,1.0,Even
2002,2181307857,18-24,6.0,3.0,0.5,Even
2002,2181307857,25-34,39.0,22.0,0.5641025641025641,Even
2002,2181307857,35-44,52.0,46.0,0.8846153846153846,Even
2002,2181307857,45-54,86.0,72.0,0.8372093023255814,Even
2002,2181307857,55-64,77.0,71.0,0.922077922077922,Even
